"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Letter to Mr. McCray from G. S. Porcher, May 6, 1946","","McCray, John Henry, 1910-1987","1946-05-05 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. McCray from G. S. Porcher sent on May 6, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-082","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8834",8834.0,"9897.jp2","/p17173coll38/image/9897.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. McCray from G. S. Porcher, May 6, 1946","","McCray, John Henry, 1910-1987","1946-05-05 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. McCray from G. S. Porcher sent on May 6, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-083","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8835",8835.0,"9898.jp2","/p17173coll38/image/9898.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"PDP Birth Dinner Postponed until June 7, Page 1","","McCray, John Henry, 1910-1987","1946-06-06 00:00:00","","Manuscripts; Accession 11294.","","","","A document about how the PDP birth dinner was postponed until June 7.","1 item ; Page 1 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-084","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8836",8836.0,"9899.jp2","/p17173coll38/image/9899.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"PDP Birth Dinner Postponed until June 7, Page 3","","McCray, John Henry, 1910-1987","1946-06-06 00:00:00","","Manuscripts; Accession 11294.","","","","A document about how the PDP birth dinner was postponed until June 7.","1 item ; Page 3 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-086","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8838",8838.0,"9901.jp2","/p17173coll38/image/9901.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter, June 25, 1946","","McCray, John Henry, 1910-1987","1946-06-24 00:00:00","","Manuscripts; Accession 11294.","","","","A letter sent on June 25, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-087","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8839",8839.0,"9902.jp2","/p17173coll38/image/9902.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, October 9, 1946","","McCray, John Henry, 1910-1987","1946-10-09 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on October 9, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-093","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8845",8845.0,"9908.jp2","/p17173coll38/image/9908.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from J. L. Curtis, October 21, 1946, Page 1","","McCray, John Henry, 1910-1987","1946-10-21 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from J. L. Curtis sent on October 21, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Hemingway, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-094","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8846",8846.0,"9909.jp2","/p17173coll38/image/9909.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from J. L. Curtis, October 21, 1946, Page 2","","McCray, John Henry, 1910-1987","1946-10-21 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from J. L. Curtis sent on October 21, 1946.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Hemingway, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-095","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8847",8847.0,"9910.jp2","/p17173coll38/image/9910.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. McCray from James E. Prioleau, October 24, 1946, Page 2","","McCray, John Henry, 1910-1987","1946-10-24 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. McCray from James E. Prioleau sent on October 24, 1946.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-097","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8849",8849.0,"9912.jp2","/p17173coll38/image/9912.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, July 13, 1947","","McCray, John Henry, 1910-1987","1947-07-12 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on July 13, 1947.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-103","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8855",8855.0,"9918.jp2","/p17173coll38/image/9918.jp2","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, July 23, 1947","","McCray, John Henry, 1910-1987","1947-07-26 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on July 27, 1947.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-104","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8856",8856.0,"9919.jp2","/p17173coll38/image/9919.jp2","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. McCray from G. S. Porcher, July 30, 1947","","McCray, John Henry, 1910-1987","1947-07-29 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. McCray from G. S. Porcher sent on July 30, 1947.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-106","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8858",8858.0,"9921.jp2","/p17173coll38/image/9921.jp2","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from James E. Prioleau, June 24, 1948","","McCray, John Henry, 1910-1987","1948-06-23 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from James e. Prioleau sent on June 24, 1948.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-111","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8863",8863.0,"9926.jp2","/p17173coll38/image/9926.jp2","1948","",0,False,False,False,True,False,"['Empty Transcript']","[]"
